TITLE = NACA GRID 
FILETYPE = GRID 
VARIABLES = "X", "Y", "nSx", "nSy", "nWx", "nWy", "dsSx", "dsSy", "dsWx", "dsWy" 
ZONE I=129 , J=65, F=POINT 
1 0 0.142207 -0.989837 0 1 8.62e-005 -0.0006 0 0.00035
0.9994 -8.62e-005 0.14111 -0.989994 -0.974115 -0.226055 0.00025799 -0.00181 -0.0010773 -0.00025
0.99759 -0.00034419 0.141201 -0.989981 -0.968923 -0.247363 0.00042789 -0.003 -0.00246771 -0.00063
0.99459 -0.00077208 0.140271 -0.990113 -0.976258 -0.216613 0.00059502 -0.0042 -0.00392102 -0.00087
0.99039 -0.0013671 0.139751 -0.990187 -0.981426 -0.191842 0.0007579 -0.00537 -0.0053716 -0.00105
0.98502 -0.002125 0.13847 -0.990367 -0.98528 -0.17095 0.0009158 -0.00655 -0.006801 -0.00118
0.97847 -0.0030408 0.137348 -0.990523 -0.98786 -0.155347 0.0010677 -0.0077 -0.0082032 -0.00129
0.97077 -0.0041085 0.136039 -0.990703 -0.989625 -0.143671 0.0012125 -0.00883 -0.0095745 -0.00139
0.96194 -0.005321 0.134437 -0.990922 -0.991049 -0.133496 0.0013499 -0.00995 -0.010913 -0.00147
0.95199 -0.0066709 0.132873 -0.991133 -0.992149 -0.125063 0.0014787 -0.01103 -0.0122171 -0.00154
0.94096 -0.0081496 0.130994 -0.991383 -0.993121 -0.117094 0.0015988 -0.0121 -0.0134854 -0.00159
0.92886 -0.0097484 0.129116 -0.99163 -0.993846 -0.110768 0.0017096 -0.01313 -0.0147146 -0.00164
0.91573 -0.011458 0.127058 -0.991895 -0.994466 -0.105056 0.00181 -0.01413 -0.015903 -0.00168
0.9016 -0.013268 0.125054 -0.99215 -0.995065 -0.0992263 0.001902 -0.01509 -0.017048 -0.0017
0.88651 -0.01517 0.122709 -0.992443 -0.99559 -0.0938097 0.001982 -0.01603 -0.018148 -0.00171
0.87048 -0.017152 0.120324 -0.992735 -0.996012 -0.0892168 0.002052 -0.01693 -0.019202 -0.00172
0.85355 -0.019204 0.118021 -0.993011 -0.996397 -0.0848165 0.002112 -0.01777 -0.020206 -0.00172
0.83578 -0.021316 0.115582 -0.993298 -0.996788 -0.0800898 0.002162 -0.01858 -0.021158 -0.0017
0.8172 -0.023478 0.113018 -0.993593 -0.997146 -0.0755002 0.002201 -0.01935 -0.022056 -0.00167
0.79785 -0.025679 0.110334 -0.993895 -0.997476 -0.0710056 0.002228 -0.02007 -0.022898 -0.00163
0.77778 -0.027907 0.107668 -0.994187 -0.997754 -0.066986 0.002245 -0.02073 -0.023683 -0.00159
0.75705 -0.030152 0.104898 -0.994483 -0.998041 -0.0625616 0.002252 -0.02135 -0.024408 -0.00153
0.7357 -0.032404 0.10193 -0.994792 -0.998332 -0.0577416 0.002246 -0.02192 -0.02507 -0.00145
0.71378 -0.03465 0.098889 -0.995098 -0.998579 -0.0532959 0.00223 -0.02244 -0.025669 -0.00137
0.69134 -0.03688 0.0957157 -0.995409 -0.998809 -0.0487912 0.002202 -0.0229 -0.026203 -0.00128
0.66844 -0.039082 0.0923928 -0.995723 -0.999023 -0.0442012 0.002162 -0.0233 -0.02667 -0.00118
0.64514 -0.041244 0.0887812 -0.996051 -0.999234 -0.0391306 0.002108 -0.02365 -0.027068 -0.00106
0.62149 -0.043352 0.0850706 -0.996375 -0.999412 -0.0342864 0.002044 -0.02394 -0.0274 -0.00094
0.59755 -0.045396 0.0810394 -0.996711 -0.999582 -0.0289095 0.001966 -0.02418 -0.027661 -0.0008
0.57337 -0.047362 0.0767028 -0.997054 -0.999728 -0.0233321 0.001874 -0.02436 -0.027851 -0.00065
0.54901 -0.049236 0.0721157 -0.997396 -0.99984 -0.0178722 0.00177 -0.02448 -0.027972 -0.0005
0.52453 -0.051006 0.0671129 -0.997745 -0.999926 -0.0121329 0.00165 -0.02453 -0.028021 -0.00034
0.5 -0.052656 0.0618058 -0.998088 -0.999984 -0.00571378 0.001519 -0.02453 -0.028002 -0.00016
0.47547 -0.054175 0.0559579 -0.998433 -1 0.000716538 0.001372 -0.02448 -0.027912 2e-005
0.45099 -0.055547 0.0497331 -0.998763 -0.999971 0.00756653 0.001213 -0.02436 -0.027753 0.00021
0.42663 -0.05676 0.0429298 -0.999078 -0.999894 0.0145302 0.001039 -0.02418 -0.027526 0.0004
0.40245 -0.057799 0.0356498 -0.999364 -0.999749 0.0223929 0.000854 -0.02394 -0.027234 0.00061
0.37851 -0.058653 0.0277694 -0.999614 -0.999535 0.0304974 0.000657 -0.02365 -0.026875 0.00082
0.35486 -0.05931 0.0192239 -0.999815 -0.999228 0.0392847 0.000448 -0.0233 -0.026453 0.00104
0.33156 -0.059758 0.0099995 -0.99995 -0.998825 0.0484624 0.000229 -0.0229 -0.025969 0.00126
0.30866 -0.059987 8.91266e-005 -1 -0.99831 0.0581121 2e-006 -0.02244 -0.025425 0.00148
0.28622 -0.059989 -0.010629 -0.999944 -0.997635 0.0687276 -0.000233 -0.02192 -0.024822 0.00171
0.2643 -0.059756 -0.0221959 -0.999754 -0.996825 0.0796206 -0.000474 -0.02135 -0.024163 0.00193
0.24295 -0.059282 -0.0345984 -0.999401 -0.995746 0.0921397 -0.000718 -0.02074 -0.023451 0.00217
0.22221 -0.058564 -0.0480998 -0.998843 -0.994496 0.104771 -0.000966 -0.02006 -0.022686 0.00239
0.20215 -0.057598 -0.0626159 -0.998038 -0.992902 0.118938 -0.001214 -0.01935 -0.021872 0.00262
0.1828 -0.056384 -0.0783376 -0.996927 -0.990988 0.133949 -0.00146 -0.01858 -0.021011 0.00284
0.16422 -0.054924 -0.0954541 -0.995434 -0.988613 0.150483 -0.001704 -0.01777 -0.020103 0.00306
0.14645 -0.05322 -0.11396 -0.993485 -0.985651 0.168795 -0.001942 -0.01693 -0.019153 0.00328
0.12952 -0.051278 -0.13439 -0.990928 -0.98213 0.188205 -0.002174 -0.01603 -0.01816 0.00348
0.11349 -0.049104 -0.156967 -0.987604 -0.977689 0.210059 -0.002399 -0.015094 -0.017128 0.00368
0.098396 -0.046705 -0.181897 -0.983318 -0.972059 0.234737 -0.002614 -0.014131 -0.016059 0.003878
0.084265 -0.044091 -0.20986 -0.977732 -0.965036 0.262118 -0.002818 -0.013129 -0.014955 0.004062
0.071136 -0.041273 -0.241611 -0.970373 -0.956045 0.29322 -0.003012 -0.012097 -0.013818 0.004238
0.059039 -0.038261 -0.278054 -0.960565 -0.944466 0.32861 -0.003194 -0.011034 -0.012649 0.004401
0.048005 -0.035067 -0.32034 -0.947303 -0.929225 0.369515 -0.003363 -0.009945 -0.011452 0.004554
0.03806 -0.031704 -0.370411 -0.928868 -0.908805 0.417221 -0.003522 -0.008832 -0.010229 0.004696
0.029228 -0.028182 -0.430056 -0.902802 -0.880962 0.473187 -0.003667 -0.007698 -0.008983 0.004825
0.02153 -0.024515 -0.502244 -0.864726 -0.842184 0.53919 -0.003802 -0.006546 -0.007716 0.00494
0.014984 -0.020713 -0.589808 -0.807543 -0.787044 0.616897 -0.003927 -0.0053767 -0.006432 0.0050415
0.0096073 -0.016786 -0.693801 -0.720166 -0.707664 0.706549 -0.004042 -0.0041956 -0.005137 0.0051289
0.0054117 -0.012744 -0.809974 -0.586465 -0.593518 0.80482 -0.004149 -0.0030041 -0.003835 0.00520032
0.0024076 -0.008595 -0.920397 -0.390986 -0.434519 0.900663 -0.0042498 -0.00180532 -0.002535 0.0052545
0.00060228 -0.0043452 -0.99053 -0.137296 -0.229752 0.973249 -0.0043452 -0.00060228 -0.0012486 0.00528918
0 0 -0.99053 0.137296 2.22591e-005 1 -0.0043452 0.00060228 1.18e-007 0.0053012
0.00060228 0.0043452 -0.920397 0.390986 0.229795 0.973239 -0.0042498 0.00180532 0.0012488 0.00528898
0.0024076 0.008595 -0.809974 0.586465 0.434539 0.900653 -0.004149 0.0030041 0.002535 0.0052542
0.0054117 0.012744 -0.693801 0.720166 0.593552 0.804796 -0.004042 0.0041956 0.003835 0.00519987
0.0096073 0.016786 -0.589808 0.807543 0.707706 0.706507 -0.003927 0.0053767 0.005137 0.0051283
0.014984 0.020713 -0.502244 0.864726 0.787085 0.616844 -0.003802 0.006546 0.006432 0.0050408
0.02153 0.024515 -0.430056 0.902802 0.842202 0.539162 -0.003667 0.007698 0.007715 0.004939
0.029228 0.028182 -0.370411 0.928868 0.880981 0.473152 -0.003522 0.008832 0.008982 0.004824
0.03806 0.031704 -0.32034 0.947303 0.908808 0.417215 -0.003363 0.009945 0.010227 0.004695
0.048005 0.035067 -0.278054 0.960565 0.929241 0.369473 -0.003194 0.011034 0.011451 0.004553
0.059039 0.038261 -0.241611 0.970373 0.944473 0.32859 -0.003012 0.012097 0.012647 0.0044
0.071136 0.041273 -0.20986 0.977732 0.956066 0.293152 -0.002818 0.013129 0.013815 0.004236
0.084265 0.044091 -0.181897 0.983318 0.965043 0.262091 -0.002614 0.014131 0.014953 0.004061
0.098396 0.046705 -0.156967 0.987604 0.972076 0.234664 -0.002399 0.015094 0.016056 0.003876
0.11349 0.049104 -0.13439 0.990928 0.977681 0.210094 -0.002174 0.01603 0.017125 0.00368
0.12952 0.051278 -0.11396 0.993485 0.982122 0.188245 -0.001942 0.01693 0.018156 0.00348
0.14645 0.05322 -0.0954541 0.995434 0.985644 0.168838 -0.001704 0.01777 0.019148 0.00328
0.16422 0.054924 -0.0783376 0.996927 0.988607 0.150519 -0.00146 0.01858 0.020098 0.00306
0.1828 0.056384 -0.0626159 0.998038 0.990983 0.133987 -0.001214 0.01935 0.021005 0.00284
0.20215 0.057598 -0.0480998 0.998843 0.992898 0.11897 -0.000966 0.02006 0.021866 0.00262
0.22221 0.058564 -0.0345984 0.999401 0.994493 0.104799 -0.000718 0.02074 0.02268 0.00239
0.24295 0.059282 -0.0221959 0.999754 0.995782 0.0917459 -0.000474 0.02135 0.023444 0.00216
0.2643 0.059756 -0.010629 0.999944 0.996823 0.0796435 -0.000233 0.02192 0.024156 0.00193
0.28622 0.059989 8.91266e-005 1 0.997661 0.0683495 2e-006 0.02244 0.024814 0.0017
0.30866 0.059987 0.0099995 0.99995 0.998309 0.0581326 0.000229 0.0229 0.025416 0.00148
0.33156 0.059758 0.0192239 0.999815 0.998824 0.0484791 0.000448 0.0233 0.02596 0.00126
0.35486 0.05931 0.0277694 0.999614 0.999228 0.039298 0.000657 0.02365 0.026444 0.00104
0.37851 0.058653 0.0356498 0.999364 0.999535 0.0305076 0.000854 0.02394 0.026866 0.00082
0.40245 0.057799 0.0429298 0.999078 0.999749 0.0224011 0.001039 0.02418 0.027224 0.00061
0.42663 0.05676 0.0497331 0.998763 0.999894 0.0145355 0.001213 0.02436 0.027516 0.0004
0.45099 0.055547 0.0559579 0.998433 0.999971 0.00756926 0.001372 0.02448 0.027743 0.00021
0.47547 0.054175 0.0618058 0.998088 1 0.00071682 0.001519 0.02453 0.027901 2e-005
0.5 0.052656 0.0671129 0.997745 0.999984 -0.00571583 0.00165 0.02453 0.027992 -0.00016
0.52453 0.051006 0.0721157 0.997396 0.999926 -0.0121372 0.00177 0.02448 0.028011 -0.00034
0.54901 0.049236 0.0767028 0.997054 0.99984 -0.0178792 0.001874 0.02436 0.027961 -0.0005
0.57337 0.047362 0.0810394 0.996711 0.999728 -0.0233405 0.001966 0.02418 0.027841 -0.00065
0.59755 0.045396 0.0850706 0.996375 0.999582 -0.028921 0.002044 0.02394 0.02765 -0.0008
0.62149 0.043352 0.0887812 0.996051 0.999412 -0.0342989 0.002108 0.02365 0.02739 -0.00094
0.64514 0.041244 0.0923928 0.995723 0.999234 -0.0391451 0.002162 0.0233 0.027058 -0.00106
0.66844 0.039082 0.0957157 0.995409 0.999022 -0.0442178 0.002202 0.0229 0.02666 -0.00118
0.69134 0.03688 0.098889 0.995098 0.998808 -0.0488098 0.00223 0.02244 0.026193 -0.00128
0.71378 0.03465 0.10193 0.994792 0.998578 -0.0533146 0.002246 0.02192 0.02566 -0.00137
0.7357 0.032404 0.104898 0.994483 0.99833 -0.0577622 0.002252 0.02135 0.025061 -0.00145
0.75705 0.030152 0.107668 0.994187 0.99804 -0.0625846 0.002245 0.02073 0.024399 -0.00153
0.77778 0.027907 0.110334 0.993895 0.997752 -0.0670085 0.002228 0.02007 0.023675 -0.00159
0.79785 0.025679 0.113018 0.993593 0.997474 -0.0710303 0.002201 0.01935 0.02289 -0.00163
0.8172 0.023478 0.115582 0.993298 0.997144 -0.0755241 0.002162 0.01858 0.022049 -0.00167
