TITLE = NACA GRID 
FILETYPE = GRID 
VARIABLES = "X", "Y" 
ZONE I=127 , J=63, F=POINT 
1 1
0.9994 0.9994
0.99759 0.99759
0.99459 0.99459
0.99039 0.99039
0.98502 0.98502
0.97847 0.97847
0.97077 0.97077
0.96194 0.96194
0.95199 0.95199
0.94096 0.94096
0.92886 0.92886
0.91573 0.91573
0.9016 0.9016
0.88651 0.88651
0.87048 0.87048
0.85355 0.85355
0.83578 0.83578
0.8172 0.8172
0.79785 0.79785
0.77778 0.77778
0.75705 0.75705
0.7357 0.7357
0.71378 0.71378
0.69134 0.69134
0.66844 0.66844
0.64514 0.64514
0.62149 0.62149
0.59755 0.59755
0.57337 0.57337
0.54901 0.54901
0.52453 0.52453
0.5 0.5
0.47547 0.47547
0.45099 0.45099
0.42663 0.42663
0.40245 0.40245
0.37851 0.37851
0.35486 0.35486
0.33156 0.33156
0.30866 0.30866
0.28622 0.28622
0.2643 0.2643
0.24295 0.24295
0.22221 0.22221
0.20215 0.20215
0.1828 0.1828
0.16422 0.16422
0.14645 0.14645
0.12952 0.12952
0.11349 0.11349
0.098396 0.098396
0.084265 0.084265
0.071136 0.071136
0.059039 0.059039
0.048005 0.048005
0.03806 0.03806
0.029228 0.029228
0.02153 0.02153
0.014984 0.014984
0.0096073 0.0096073
0.0054117 0.0054117
0.0024076 0.0024076
0.00060228 0.00060228
0 0
0.00060228 0.00060228
0.0024076 0.0024076
0.0054117 0.0054117
0.0096073 0.0096073
0.014984 0.014984
0.02153 0.02153
0.029228 0.029228
0.03806 0.03806
0.048005 0.048005
0.059039 0.059039
0.071136 0.071136
0.084265 0.084265
0.098396 0.098396
0.11349 0.11349
0.12952 0.12952
0.14645 0.14645
0.16422 0.16422
0.1828 0.1828
0.20215 0.20215
0.22221 0.22221
0.24295 0.24295
0.2643 0.2643
0.28622 0.28622
0.30866 0.30866
0.33156 0.33156
0.35486 0.35486
0.37851 0.37851
0.40245 0.40245
0.42663 0.42663
0.45099 0.45099
0.47547 0.47547
0.5 0.5
0.52453 0.52453
0.54901 0.54901
0.57337 0.57337
0.59755 0.59755
0.62149 0.62149
0.64514 0.64514
0.66844 0.66844
0.69134 0.69134
0.71378 0.71378
0.7357 0.7357
0.75705 0.75705
0.77778 0.77778
0.79785 0.79785
0.8172 0.8172
0.83578 0.83578
0.85355 0.85355
0.87048 0.87048
0.88651 0.88651
0.9016 0.9016
0.91573 0.91573
0.92886 0.92886
0.94096 0.94096
0.95199 0.95199
0.96194 0.96194
0.97077 0.97077
0.97847 0.97847
0.98502 0.98502
0.99039 0.99039
0.99459 0.99459
0.99759 0.99759
0.9994 0.9994
0.99965 0.99965
0.99965 0.99965
0.99822 0.99822
0.99546 0.99546
0.99144 0.99144
0.9862 0.9862
0.97976 0.97976
0.97216 0.97216
0.96341 0.96341
0.95353 0.95353
0.94255 0.94255
0.9305 0.9305
0.91741 0.91741
0.9033 0.9033
0.88822 0.88822
0.8722 0.8722
0.85527 0.85527
0.83748 0.83748
0.81887 0.81887
0.79948 0.79948
0.77937 0.77937
0.75858 0.75858
0.73715 0.73715
0.71515 0.71515
0.69262 0.69262
0.66962 0.66962
0.6462 0.6462
0.62243 0.62243
0.59835 0.59835
0.57402 0.57402
0.54951 0.54951
0.52487 0.52487
0.50016 0.50016
0.47545 0.47545
0.45078 0.45078
0.42623 0.42623
0.40184 0.40184
0.37769 0.37769
0.35382 0.35382
0.3303 0.3303
0.30718 0.30718
0.28451 0.28451
0.26237 0.26237
0.24078 0.24078
0.21982 0.21982
0.19953 0.19953
0.17996 0.17996
0.16116 0.16116
0.14317 0.14317
0.12604 0.12604
0.10981 0.10981
0.094518 0.094518
0.080203 0.080203
0.066898 0.066898
0.054638 0.054638
0.043451 0.043451
0.033364 0.033364
0.024403 0.024403
0.01659 0.01659
0.0099425 0.0099425
0.0044784 0.0044784
0.00021138 0.00021138
-0.0028469 -0.0028469
-0.0046869 -0.0046869
-0.0053012 -0.0053012
-0.0046867 -0.0046867
-0.0028466 -0.0028466
0.00021183 0.00021183
0.004479 0.004479
0.0099432 0.0099432
0.016591 0.016591
0.024404 0.024404
0.033365 0.033365
0.043452 0.043452
0.054639 0.054639
0.0669 0.0669
0.080204 0.080204
0.09452 0.09452
0.10981 0.10981
0.12604 0.12604
0.14317 0.14317
0.16116 0.16116
0.17996 0.17996
0.19953 0.19953
0.21982 0.21982
0.24079 0.24079
0.26237 0.26237
0.28452 0.28452
0.30718 0.30718
0.3303 0.3303
0.35382 0.35382
0.37769 0.37769
0.40184 0.40184
0.42623 0.42623
0.45078 0.45078
0.47545 0.47545
0.50016 0.50016
0.52487 0.52487
0.54951 0.54951
0.57402 0.57402
0.59835 0.59835
0.62243 0.62243
0.6462 0.6462
0.66962 0.66962
0.69262 0.69262
0.71515 0.71515
0.73715 0.73715
0.75858 0.75858
0.77937 0.77937
0.79948 0.79948
0.81887 0.81887
0.83748 0.83748
0.85527 0.85527
0.8722 0.8722
0.88822 0.88822
0.9033 0.9033
0.91741 0.91741
0.9305 0.9305
0.94255 0.94255
0.95353 0.95353
0.96341 0.96341
0.97216 0.97216
0.97976 0.97976
0.9862 0.9862
0.99144 0.99144
0.99546 0.99546
0.99822 0.99822
0.99965 0.99965
1.0018 1.0018
1.0018 1.0018
1.0005 1.0005
0.99795 0.99795
0.99408 0.99408
0.98896 0.98896
0.98261 0.98261
0.97508 0.97508
0.96638 0.96638
0.95654 0.95654
0.94559 0.94559
0.93354 0.93354
0.92044 0.92044
0.90632 0.90632
0.8912 0.8912
0.87512 0.87512
0.85813 0.85813
0.84027 0.84027
0.82157 0.82157
0.80208 0.80208
0.78185 0.78185
0.76092 0.76092
0.73936 0.73936
0.7172 0.7172
0.6945 0.6945
0.67132 0.67132
0.64772 0.64772
0.62374 0.62374
0.59944 0.59944
0.57489 0.57489
0.55015 0.55015
0.52527 0.52527
0.50031 0.50031
0.47533 0.47533
0.4504 0.4504
0.42557 0.42557
0.40091 0.40091
0.37647 0.37647
0.35232 0.35232
0.3285 0.3285
0.30509 0.30509
0.28214 0.28214
0.2597 0.2597
0.23782 0.23782
0.21658 0.21658
0.196 0.196
0.17615 0.17615
0.15708 0.15708
0.13883 0.13883
0.12144 0.12144
0.10497 0.10497
0.089441 0.089441
0.074903 0.074903
0.061389 0.061389
0.048932 0.048932
0.037563 0.037563
0.027311 0.027311
0.0182 0.0182
0.010254 0.010254
0.003492 0.003492
-0.0020677 -0.0020677
-0.0064101 -0.0064101
-0.0095228 -0.0095228
-0.011395 -0.011395
-0.01202 -0.01202
-0.011395 -0.011395
-0.0095221 -0.0095221
-0.0064091 -0.0064091
-0.0020663 -0.0020663
0.0034937 0.0034937
0.010256 0.010256
0.018202 0.018202
0.027313 0.027313
0.037566 0.037566
0.048935 0.048935
0.061392 0.061392
0.074906 0.074906
0.089445 0.089445
0.10497 0.10497
0.12145 0.12145
0.13883 0.13883
0.15709 0.15709
0.17616 0.17616
0.19601 0.19601
0.21658 0.21658
0.23783 0.23783
0.2597 0.2597
0.28214 0.28214
0.30509 0.30509
0.32851 0.32851
0.35232 0.35232
0.37647 0.37647
0.40091 0.40091
0.42558 0.42558
0.4504 0.4504
0.47533 0.47533
0.50031 0.50031
0.52527 0.52527
0.55015 0.55015
0.57489 0.57489
0.59944 0.59944
0.62374 0.62374
0.64772 0.64772
0.67132 0.67132
0.6945 0.6945
0.7172 0.7172
0.73936 0.73936
0.76092 0.76092
0.78185 0.78185
0.80208 0.80208
0.82156 0.82156
0.84026 0.84026
0.85813 0.85813
0.87512 0.87512
0.8912 0.8912
0.90631 0.90631
0.92044 0.92044
0.93354 0.93354
0.94559 0.94559
0.95654 0.95654
0.96638 0.96638
0.97508 0.97508
0.98261 0.98261
0.98895 0.98895
0.99408 0.99408
0.99795 0.99795
1.0005 1.0005
1.0018 1.0018
1.0059 1.0059
1.0059 1.0059
1.0047 1.0047
1.0022 1.0022
0.9984 0.9984
0.99336 0.99336
0.98707 0.98707
0.97958 0.97958
0.9709 0.9709
0.96106 0.96106
0.95009 0.95009
0.93801 0.93801
0.92485 0.92485
0.91066 0.91066
0.89545 0.89545
0.87927 0.87927
0.86216 0.86216
0.84415 0.84415
0.8253 0.8253
0.80564 0.80564
0.78523 0.78523
0.7641 0.7641
0.74232 0.74232
0.71994 0.71994
0.697 0.697
0.67356 0.67356
0.64969 0.64969
0.62543 0.62543
0.60084 0.60084
0.57599 0.57599
0.55093 0.55093
0.52573 0.52573
0.50044 0.50044
0.47513 0.47513
0.44985 0.44985
0.42467 0.42467
0.39965 0.39965
0.37486 0.37486
0.35034 0.35034
0.32617 0.32617
0.3024 0.3024
0.27908 0.27908
0.25628 0.25628
0.23406 0.23406
0.21246 0.21246
0.19155 0.19155
0.17137 0.17137
0.15197 0.15197
0.1334 0.1334
0.11571 0.11571
0.098947 0.098947
0.083144 0.083144
0.068344 0.068344
0.054584 0.054584
0.041899 0.041899
0.030319 0.030319
0.019875 0.019875
0.010593 0.010593
0.0024956 0.0024956
-0.0043951 -0.0043951
-0.010061 -0.010061
-0.014487 -0.014487
-0.017658 -0.017658
-0.019566 -0.019566
-0.020202 -0.020202
-0.019565 -0.019565
-0.017657 -0.017657
-0.014485 -0.014485
-0.010059 -0.010059
-0.0043922 -0.0043922
0.0024991 0.0024991
0.010597 0.010597
0.01988 0.01988
0.030324 0.030324
0.041904 0.041904
0.05459 0.05459
0.06835 0.06835
0.08315 0.08315
0.098953 0.098953
0.11572 0.11572
0.13341 0.13341
0.15198 0.15198
0.17137 0.17137
0.19156 0.19156
0.21247 0.21247
0.23407 0.23407
0.25629 0.25629
0.27909 0.27909
0.3024 0.3024
0.32617 0.32617
0.35035 0.35035
0.37486 0.37486
0.39966 0.39966
0.42468 0.42468
0.44985 0.44985
0.47513 0.47513
0.50044 0.50044
0.52573 0.52573
0.55093 0.55093
0.57599 0.57599
0.60084 0.60084
0.62543 0.62543
0.64969 0.64969
0.67356 0.67356
0.697 0.697
0.71993 0.71993
0.74232 0.74232
0.7641 0.7641
0.78522 0.78522
0.80564 0.80564
0.82529 0.82529
0.84415 0.84415
0.86215 0.86215
0.87927 0.87927
0.89544 0.89544
0.91065 0.91065
0.92485 0.92485
0.93801 0.93801
0.95009 0.95009
0.96106 0.96106
0.9709 0.9709
0.97958 0.97958
